USC00023150,"FORT THOMAS 2 SW, AZ US",33.0094,-109.9855,864.1,,,,,,,,
USC00023190,"FOUNTAIN HILLS, AZ US",33.6027,-111.713,481.6,,,,,,,,
USC00023393,"GILA BEND 2 SE, AZ US",32.93803,-112.68109,242,,,,,,,,
USC00023448,"GISELA, AZ US",34.1111,-111.2758,883.9,,,,,,,,
USC00023501,"GLOBE NUMBER 3, AZ US",33.3947,-110.7933,1115.6,,,,,,,,
USC00023582,"GRAND CANYON VISITOR CENTER, AZ US",36.05931,-112.10943,2158.9,,,,,,,,
USC00023584,"GRAND CANYON EAST ENTRANCE, AZ US",36.0353,-111.8304,2279.9,,,,,,,,
USC00023668,"GREEN VALLEY, AZ US",31.893,-110.9977,883.9,,,,,,,,
USC00023828,"HAPPY JACK RANGER STATION, AZ US",34.7433,-111.4139,2279.9,,,,,,,,
USC00023961,"HEBER BLACK MESA RANGER STATION, AZ US",34.3925,-110.558,2008.6,,,,,,,,
USC00024182,"HORSESHOE DAM, AZ US",33.9825,-111.7138,615.7,,,,,,,,
USC00024453,"JEROME, AZ US",34.7522,-112.1114,1508.8,,,,,,,,
USC00024534,"KARTCHNER CAVERNS, AZ US",31.8352,-110.3552,1429.5,,,,,,,,
USW00093167,"KINGMAN AIRPORT, AZ US",35.25745,-113.93405,1043.5,,,,,,,,
USC00024761,"LAKE HAVASU CITY, AZ US",34.5031,-114.3604,136.9,,,,,,,,
USC00025412,"MC NARY 2 N, AZ US",34.11336,-109.86002,2237.2,,,,,,,,
USC00025418,"MC NEAL, AZ US",31.6016,-109.6686,1271,,,,,,,,
USC00025494,"METEOR CRATER, AZ US",35.0364,-111.0231,1687.1,,,,,,,,
USC00025635,"MONTEZUMA CASTLE NM, AZ US",34.6105,-111.838,969.3,,,,,,,,
USC00025700,"MORMON FLAT, AZ US",33.5544,-111.4425,519.7,,,,,,,,
USC00025732,"MOUNT LEMMON FIRE DEPARTMENT, AZ US",32.4487,-110.75454,2403.7,,,,,,,,
USC00025737,"MOUNT LEMMON WILLOW CANYON, AZ US",32.3859,-110.69799,2141.8,,,,,,,,
USC00025825,"NATURAL BRIDGE, AZ US",34.322,-111.4532,1404.5,,,,,,,,
USC00025924,"NOGALES 6 N, AZ US",31.4554,-110.968,1054.9,,,,,,,,
USC00026117,"ORACLE STATE PARK, AZ US",32.61,-110.7317,1400.6,,,,,,,,
USC00026132,"ORGAN PIPE CACTUS NM, AZ US",31.9555,-112.8002,511.5,,,,,,,,
USC00026190,"PAINTED DESERT NATIONAL PARK, AZ US",35.068,-109.7688,1755.6,,,,,,,,
USC00026194,"PAINTED ROCK DAM, AZ US",33.0772,-113.0316,173.1,,,,,,,,
USC00026242,"PARADISE, AZ US",31.9352,-109.2187,1664.2,,,,,,,,
USC00026250,"PARKER, AZ US",34.1547,-114.2908,128,,,,,,,,
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,,,,,,,,
USW00093139,"PAYSON, AZ US",34.2326,-111.3446,1478.3,,,,,,,,
USC00026353,"PEARCE SUNSITES, AZ US",31.9355,-109.8377,1325.9,,,,,,,,
USC00026468,"PETRIFIED FOREST NATIONAL PARK, AZ US",34.7994,-109.885,1659.9,,,,,,,,
USC00026471,"PHANTOM RANCH, AZ US",36.1066,-112.0947,771.1,,,,,,,,
USW00023183,"PHOENIX AIRPORT, AZ US",33.4278,-112.00365,339.2,,,,,,,,
USC00026513,"PICACHO 8 SE, AZ US",32.6463,-111.4017,603.8,,,,,,,,
USC00026603,"PINNACLE PEAK, AZ US",33.7275,-111.8605,781.8,,,,,,,,
USC00026616,"PIPE SPRING NATIONAL MONUMENT, AZ US",36.8626,-112.7374,1499.6,,,,,,,,
USC00026653,"PLEASANT VALLEY, AZ US",34.1003,-110.9659,1579.8,,,,,,,,
USC00026796,"PRESCOTT, AZ US",34.5706,-112.4322,1586.5,,,,,,,,
USC00027036,"REDINGTON, AZ US",32.42757,-110.48762,879,,,,,,,,
USC00027187,"ROBSON RANCH, AZ US",32.8118,-111.6313,455.7,,,,,,,,
USC00027281,"ROOSEVELT 1 S, AZ US",33.649,-111.1088,794,,,,,,,,
USC00027390,"SAFFORD AGRICULTURAL CENTER, AZ US",32.815,-109.6808,900.4,,,,,,,,
USC00027398,"SAGUARO NATIONAL PARK, AZ US",32.1794,-110.7363,938.8,,,,,,,,
USC00027435,"SAINT JOHNS, AZ US",34.5172,-109.4028,1764.8,,,,,,,,
USC00027480,"SAN CARLOS RESERVOIR, AZ US",33.1819,-110.5261,771.8,,,,,,,,
USC00027488,"SANDERS, AZ US",35.2239,-109.3222,1784,,,,,,,,
USC00027530,"SAN MANUEL, AZ US",32.60135,-110.62908,1042.4,,,,,,,,
USC00027560,"SAN SIMON, AZ US",32.29329,-109.22691,1091.2,,,,,,,,
USC00027619,"SASABE, AZ US",31.483,-111.5436,1094.2,,,,,,,,
USC00027622,"SASABE 7 NW, AZ US",31.6036,-111.6022,1165.9,,,,,,,,
USC00027625,"SASABE 6 NNE, AZ US",31.5716,-111.5055,1065.3,,,,,,,,
USC00027716,"SELIGMAN, AZ US",35.3322,-112.8797,1600.2,,,,,,,,
USC00027855,"SHOW LOW AIRPORT, AZ US",34.2639,-110.0075,1954.1,,,,,,,,
USC00027880,"SIERRA VISTA, AZ US",31.53699,-110.28073,1403.9,,,,,,,,
USC00027990,"SONOITA, AZ US",31.681,-110.6554,1492,,,,,,,,
USC00028162,"SPRINGERVILLE, AZ US",34.1311,-109.275,2133,,,,,,,,
USC00028214,"STEWART MOUNTAIN DAM, AZ US",33.5575,-111.5358,433.4,,,,,,,,
USC00028326,"SUNRISE MOUNTAIN, AZ US",33.9733,-109.563,2856,,,,,,,,
USC00028329,"SUNSET CRATER NM, AZ US",35.3694,-111.5436,2127.5,,,,,,,,
USC00028396,"TACNA 3 NE, AZ US",32.7225,-113.9191,98.8,,,,,,,,
USC00028468,"TEEC NOS POS, AZ US",36.9233,-109.09,1612.4,,,,,,,,
USC00028499,"TEMPE ASU, AZ US",33.4258,-111.9216,355.7,,,,,,,,
USC00028590,"TOHONO CHUL, AZ US",32.3391,-110.9808,770.2,,,,,,,,
USC00028598,"TOLLESON 1 E, AZ US",33.4519,-112.2433,312.4,,,,,,,,
USC00028619,"TOMBSTONE, AZ US",31.7119,-110.0686,1420.1,,,,,,,,
USC00028795,"TUCSON 17 NW, AZ US",32.2541,-111.1961,780.6,,,,,,,,
USW00023160,"TUCSON INTERNATIONAL AIRPORT, AZ US",32.13153,-110.95638,777.6,,,,,,,,
USC00028865,"TUMACACORI NM, AZ US",31.5677,-111.0497,995.8,,,,,,,,
USC00028904,"TUZIGOOT, AZ US",34.7705,-112.0263,1057.7,,,,,,,,
USC00028998,"VAIL 7 N, AZ US",32.1263,-110.7247,908.3,,,,,,,,
USC00029156,"WALNUT CANYON N.M., AZ US",35.1721,-111.5097,2040.6,,,,,,,,
USC00029158,"WALNUT CREEK, AZ US",34.9281,-112.8097,1551.4,,,,,,,,
USC00029166,"WALNUT GROVE, AZ US",34.3117,-112.5619,1147.3,,,,,,,,
USC00029309,"WIKIEUP, AZ US",34.7055,-113.6124,612.6,,,,,,,,
USC00029334,"WILLCOX, AZ US",32.2553,-109.8369,1271,,,,,,,,
USC00029359,"WILLIAMS, AZ US",35.2413,-112.1929,2105.9,,,,,,,,
USW00023194,"WINSLOW AIRPORT, AZ US",35.02795,-110.72206,1489.3,,,,,,,,
USC00029542,"WUPATKI NM, AZ US",35.5247,-111.3702,1496,,,,,,,,
USC00029634,"YOUNGTOWN, AZ US",33.595,-112.3014,345.9,,,,,,,,
USW00003145,"YUMA MCAS, AZ US",32.65,-114.61667,64.9,,,,,,,,
USW00003125,"YUMA PROVING GROUND, AZ US",32.8356,-114.3942,98.8,,,,,,,,
USC00029656,"YUMA QUARTERMASTER DEPOT, AZ US",32.7276,-114.6217,48.8,,,,,,,,
USC00030006,"ABBOTT, AR US",35.0237,-94.1594,207.3,,,,,,,,
USC00030064,"ALICIA 2 NNE, AR US",35.9307,-91.055,78.6,,,,,,,,
USC00030130,"ALUM FORK, AR US",34.7961,-92.8417,212.8,,,,,,,,
USC00030178,"ANTOINE 1 SW, AR US",34.0275,-93.4332,91.4,,,,,,,,
USC00030220,"ARKADELPHIA, AR US",34.1433,-93.0589,59.7,,,,,,,,
USC00030240,"ARKANSAS POST, AR US",34.025,-91.3444,59.1,,,,,,,,
USC00030286,"ASHDOWN 4 SSE, AR US",33.6195,-94.0994,97.5,,,,,,,,
USC00030326,"AUGUSTA, AR US",35.2894,-91.3533,59.4,,,,,,,,
USC00030458,"BATESVILLE LVSTK, AR US",35.8306,-91.7944,174,,,,,,,,
USC00030460,"BATESVILLE LOCK AND DAM 1, AR US",35.7595,-91.6384,88.4,,,,,,,,
USC00030536,"BEEDEVILLE 4 NE, AR US",35.4586,-91.0567,67.7,,,,,,,,
USC00030582,"BENTON, AR US",34.5675,-92.6006,94.5,,,,,,,,
USC00030664,"BIG FORK 1 SSE, AR US",34.4619,-93.9983,365.8,,,,,,,,
USC00030746,"BLACK ROCK, AR US",36.1367,-91.1171,101.8,,,,,,,,
USC00030764,"BLAKELY MOUNTAIN DAM, AR US",34.5697,-93.1947,129.8,,,,,,,,
USC00030798,"BLUE MOUNTAIN DAM, AR US",35.1161,-93.6506,129.8,,,,,,,,
USC00030814,"BOGG SPRINGS, AR US",34.3267,-94.4122,358.1,,,,,,,,
USC00030832,"BOONEVILLE, AR US",35.093,-93.9258,182.9,,,,,,,,
USC00031021,"BULL SHOALS 1 S, AR US",36.3694,-92.5772,224,,,,,,,,
USC00031102,"CABOT, AR US",34.9818,-92.0064,91.4,,,,,,,,
USC00031132,"CALICO ROCK 2 WSW, AR US",36.1092,-92.1636,106.7,,,,,,,,
USC00031140,"CALION LOCK AND DAM, AR US",33.30527,-92.48655,29,,,,,,,,
USC00031152,"CAMDEN 1, AR US",33.59,-92.8236,35.4,,,,,,,,
USC00031191,"CANE CREEK STATE PARK, AR US",33.9153,-91.7711,79.2,,,,,,,,
USC00031310,"CENTER RIDGE 3 S, AR US",35.33534,-92.56539,203.9,,,,,,,,
USC00031328,"CENTERVILLE 4 SE, AR US",35.0931,-93.1046,97.5,,,,,,,,
USC00031457,"CLARKSVILLE 6 NE, AR US",35.5328,-93.4036,259.1,,,,,,,,
USC00031582,"COMPTON, AR US",36.0913,-93.3208,648.9,,,,,,,,
USC00031596,"CONWAY, AR US",35.1034,-92.4903,95.1,,,,,,,,
USC00031632,"CORNING, AR US",36.4197,-90.5858,91.4,,,,,,,,
USC00031750,"CRYSTAL VALLEY, AR US",34.6886,-92.45,108.2,,,,,,,,
USC00031769,"CUSHMAN 4 W, AR US",35.874,-91.8405,213.7,,,,,,,,
USC00031829,"DAMASCUS, AR US",35.4033,-92.3827,207.3,,,,,,,,
USC00031834,"DANVILLE, AR US",35.0375,-93.3947,114.3,,,,,,,,
USC00031838,"DARDANELLE, AR US",35.2342,-93.1675,112.8,,,,,,,,
USC00031910,"DEGRAY LAKE STATE PARK, AR US",34.253,-93.1486,149.4,,,,,,,,
USC00031948,"DEQUEEN, AR US",34.0463,-94.348,124.1,,,,,,,,
USW00053925,"DE QUEEN SEVIER CO AIRPORT, AR US",34.04799,-94.40157,106.6,,,,,,,,
USC00032015,"DIERKS, AR US",34.1266,-94.0172,143.3,,,,,,,,
USW00093992,"EL DORADO GOODWIN FIELD, AR US",33.22072,-92.81404,78,,,,,,,,
USC00032366,"EVENING SHADE 1 NNE, AR US",36.0803,-91.6146,156.7,,,,,,,,
USW00093993,"FAYETTEVILLE DRAKE FIELD, AR US",36.01027,-94.16824,377.1,,,,,,,,
USC00032444,"FAYETTEVILLE EXPERIMENTAL STATION, AR US",36.10104,-94.17365,387.1,,,,,,,,
USC00032475,"FELSENTHAL LOCK AND DAM, AR US",33.0597,-92.1236,18.3,,,,,,,,
USC00032540,"FORDYCE, AR US",33.82278,-92.39889,70.1,,,,,,,,
USC00032544,"FOREMAN, AR US",33.7222,-94.3975,128.9,,,,,,,,
USW00013964,"FORT SMITH REGIONAL AIRPORT, AR US",35.33346,-94.36526,136.7,,,,,,,,
USC00032760,"GEORGETOWN, AR US",35.126,-91.4534,61,,,,,,,,
USC00032794,"GILBERT, AR US",35.9885,-92.7161,184.7,,,,,,,,
USC00032922,"GRAVELLY, AR US",34.8869,-93.6847,143,,,,,,,,
USC00032930,"GRAVETTE, AR US",36.4261,-94.448,384,,,,,,,,
USC00032978,"GREERS FERRY DAM, AR US",35.5206,-91.9997,160.6,,,,,,,,
USC00033132,"HARDY, AR US",36.2747,-91.5056,121.9,,,,,,,,
USC00033164,"HARRISON, AR US",36.1955,-93.1061,345,,,,,,,,
USW00013971,"HARRISON BOONE CO AIRPORT, AR US",36.26727,-93.15657,418,,,,,,,,
USC00033200,"HATTIEVILLE 5 NW, AR US",35.33846,-92.84907,103.6,,,,,,,,
USC00033229,"HEBER SPRINGS 2 NE, AR US",35.5128,-91.9955,94.5,,,,,,,,
USC00033428,"HOPE 3 NE, AR US",33.7092,-93.5563,114.3,,,,,,,,
USC00033466,"HOT SPRINGS 1 NNE, AR US",34.5129,-93.0487,190.8,,,,,,,,
USW00003962,"HOT SPRINGS ASOS, AR US",34.47551,-93.10413,154,,,,,,,,
USC00033600,"JASPER, AR US",36.00559,-93.18775,269.7,,,,,,,,
USC00033704,"JESSIEVILLE, AR US",34.672,-93.0748,246,,,,,,,,
USC00033734,"JONESBORO 2 NE, AR US",35.849,-90.6589,94.5,,,,,,,,
USC00033740,"JORDAN 3 NNW, AR US",36.2705,-92.1921,165.2,,,,,,,,
USC00033821,"KEISER, AR US",35.6871,-90.0963,70.7,,,,,,,,
USC00033831,"KELSO, AR US",33.7702,-91.273,44.2,,,,,,,,
USC00033862,"KEO, AR US",34.6033,-91.9927,70.4,,,,,,,,
USC00033909,"KINGSTON 2 S, AR US",36.0086,-93.5205,653.8,,,,,,,,
USC00033910,"KINGSTON 5 NW, AR US",36.1197,-93.5772,408.4,,,,,,,,
USC00034060,"LANGLEY, AR US",34.31187,-93.84397,235,,,,,,,,
USC00034106,"LEAD HILL, AR US",36.4194,-92.9158,253,,,,,,,,
USC00034185,"LEWISVILLE, AR US",33.3613,-93.5674,103.6,,,,,,,,
USW00013963,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",34.72727,-92.2358,76.4,,,,,,,,
USC00034290,"LONG POOL, AR US",35.51944,-93.19722,174,,,,,,,,
USC00034548,"MAGNOLIA, AR US",33.25859,-93.18224,113.4,,,,,,,,
USC00034562,"MALVERN, AR US",34.3947,-92.8363,91.4,,,,,,,,
USC00034572,"MAMMOTH SPRING, AR US",36.4947,-91.535,153,,,,,,,,
USC00034625,"MARCHE, AR US",34.8808,-92.3486,82.9,,,,,,,,
USC00034638,"MARIANNA 2 S, AR US",34.7391,-90.7663,71.3,,,,,,,,
USC00034666,"MARSHALL, AR US",35.9118,-92.6564,289.9,,,,,,,,
USC00034756,"MENA, AR US",34.5979,-94.29,351.1,,,,,,,,
USC00034839,"MILLWOOD DAM, AR US",33.6772,-93.9902,96.3,,,,,,,,
USW00053919,"MONTICELLO MUNICIPAL AIRPORT, AR US",33.63602,-91.7555,85,,,,,,,,
USC00034936,"MORO BAY STATE PARK, AR US",33.3014,-92.3658,27.4,,,,,,,,
USC00034938,"MORRILTON, AR US",35.158,-92.7672,103.6,,,,,,,,
USC00034989,"MOUNT IDA 4 S, AR US",34.5062,-93.6256,269.1,,,,,,,,
USW00053921,"MOUNT IDA, AR US",34.5467,-93.578,214,,,,,,,,
USC00035018,"MOUNTAINBURG 2 NE, AR US",35.6494,-94.1541,241.7,,,,,,,,
